#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-07-18-00-54-50
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1700000083.438626	C7zCHB1UMHPoeyLx2h	10.10.0.21	1119	10.10.0.1	123	4	3	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	0.000000	0.000000	0.000000	1700000083.438626	0
1700000083.468626	C7zCHB1UMHPoeyLx2h	10.10.0.21	1119	10.10.0.1	123	4	4	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	1699996483.438626	1700000083.438626	1700000083.453626	1700000083.468626	0
1700000093.543538	CDxDXoIUPXhynIbB6	10.10.0.28	1129	10.10.0.1	123	4	3	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	0.000000	0.000000	0.000000	1700000093.543538	0
1700000093.573538	CDxDXoIUPXhynIbB6	10.10.0.28	1129	10.10.0.1	123	4	4	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	1699996493.543538	1700000093.543538	1700000093.558538	1700000093.573538	0
1700000162.386634	Cm9IUi4gSt0g3m6Kfg	10.10.0.24	1185	10.10.0.1	123	4	3	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	0.000000	0.000000	0.000000	1700000162.386634	0
1700000162.416634	Cm9IUi4gSt0g3m6Kfg	10.10.0.24	1185	10.10.0.1	123	4	4	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	1699996562.386634	1700000162.386634	1700000162.401634	1700000162.416634	0
1700000188.997173	CTWS8Oxoe7pxRug7k	10.10.0.30	1214	10.10.0.1	123	4	3	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	0.000000	0.000000	0.000000	1700000188.997173	0
1700000189.027173	CTWS8Oxoe7pxRug7k	10.10.0.30	1214	10.10.0.1	123	4	4	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	1699996588.997173	1700000188.997173	1700000189.012173	1700000189.027173	0
1700000191.717206	CSvAmf4aFSNPPs7uc2	10.10.0.25	1218	10.10.0.1	123	4	3	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	0.000000	0.000000	0.000000	1700000191.717206	0
1700000191.747206	CSvAmf4aFSNPPs7uc2	10.10.0.25	1218	10.10.0.1	123	4	4	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	1699996591.717206	1700000191.717206	1700000191.732206	1700000191.747206	0
#close	2026-07-18-00-54-50
