#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-07-18-00-55-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1700000073.653519	CaeOP53rZSp56vepT6	10.10.0.28	1080	10.10.0.1	123	4	3	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	0.000000	0.000000	0.000000	1700000073.653519	0
1700000073.683519	CaeOP53rZSp56vepT6	10.10.0.28	1080	10.10.0.1	123	4	4	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	1699996473.653519	1700000073.653519	1700000073.668519	1700000073.683519	0
1700000075.122012	CvCAlZ6IsO6B9ASo3	10.10.0.22	1091	10.10.0.1	123	4	3	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	0.000000	0.000000	0.000000	1700000075.122012	0
1700000075.152012	CvCAlZ6IsO6B9ASo3	10.10.0.22	1091	10.10.0.1	123	4	4	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	1699996475.122012	1700000075.122012	1700000075.137012	1700000075.152012	0
1700000159.031135	CQluuU2nQZ5C58Cph	10.10.0.22	1154	10.10.0.1	123	4	3	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	0.000000	0.000000	0.000000	1700000159.031135	0
1700000159.061135	CQluuU2nQZ5C58Cph	10.10.0.22	1154	10.10.0.1	123	4	4	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	1699996559.031135	1700000159.031135	1700000159.046135	1700000159.061135	0
1700000163.868657	CRbblA2HVSNnnZyCLf	10.10.0.24	1168	10.10.0.1	123	4	3	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	0.000000	0.000000	0.000000	1700000163.868657	0
1700000163.898657	CRbblA2HVSNnnZyCLf	10.10.0.24	1168	10.10.0.1	123	4	4	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	1699996563.868657	1700000163.868657	1700000163.883657	1700000163.898657	0
1700000166.190085	C6qfCAMkjTzvt9tJg	10.10.0.20	1176	10.10.0.1	123	4	3	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	0.000000	0.000000	0.000000	1700000166.190085	0
1700000166.220085	C6qfCAMkjTzvt9tJg	10.10.0.20	1176	10.10.0.1	123	4	4	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	1699996566.190085	1700000166.190085	1700000166.205085	1700000166.220085	0
1700000170.722036	CeWw184NS77dnmDto1	10.10.0.24	1189	10.10.0.1	123	4	3	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	0.000000	0.000000	0.000000	1700000170.722036	0
1700000170.752036	CeWw184NS77dnmDto1	10.10.0.24	1189	10.10.0.1	123	4	4	2	1024.000000	1.000000	0.000000	0.000000	127.0.0.1	1699996570.722036	1700000170.722036	1700000170.737036	1700000170.752036	0
#close	2026-07-18-00-55-01
